,target,output,question
796,office,Answer:,Where is the football? 
797,hallway,"Answer:

<choices>
<i>The ship</i>
<",Where is the football? 
798,hallway,"Answer:

<choices>
<i>The Jesuit, after laboring in",Where is the football? 
799,hallway,"Answer:

Available options:
(A). in the hallway.
(",Where is the football? 
800,office,"Answer:

Available options:
[i] in the kitchen.
[ii",Where is the apple? 
801,office,"Answer:

<choices>
<i>The kitchen</i>,
<",Where is the apple? 
802,kitchen,"Answer:

<choices>
<i>A) The kitchen.</i",Where is the apple? 
803,kitchen,Answer:,Where is the milk? 
804,kitchen,Answer:,Where is the milk? 
805,bedroom,Answer:,Where is the football? 
806,garden,Answer:,Where is the apple? 
807,office,"Answer:

<choices>
<!-- correct answer: The apple is in",Where is the apple? 
808,office,"Answer:

<choices> <option>The apple is in the hallway.",Where is the apple? 
809,office,"Answer:

<choices>
<a id=""choice-1""></a",Where is the apple? 
810,bathroom,"Answer: In the hallway.

Question: Where is the Communion?",Where is the football? 
811,hallway,"Answer: The football is in the bedroom.

<context>

Question:",Where is the football? 
812,hallway,"Answer:
<choices>
[1] The kitchen.
[2] The bathroom",Where is the football? 
813,hallway,"Answer:

<choices>
<i>The football was in the bathroom.",Where is the football? 
814,kitchen,"Answer:

<choices>
<!-- answers: --><br>",Where is the milk? 
815,garden,"Answer:

<choices>
<!-- answers: --><br>",Where is the apple? 
816,garden,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the apple? 
817,office,Answer:,Where is the milk? 
818,garden,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the milk? 
819,garden,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the apple? 
820,office,Answer:,Where is the football? 
821,office,"Answer: The football was in the garden.

Based on this paragraph, is the",Where is the football? 
822,bedroom,"Answer: The apple is in the garden.

Context:

The apple is",Where is the apple? 
823,bedroom,Answer:,Where is the apple? 
824,bedroom,"Answer:

<context>
The apple is in the garden.
</context",Where is the apple? 
825,office,"Answer: The milk is in the balcony.

Question: What is the milk in",Where is the milk? 
826,office,"Answer:
<choices> <a id=""choice-1""></a> <a",Where is the milk? 
827,kitchen,"Answer:

<choices>
<i>The palace</i>,
<",Where is the apple? 
828,kitchen,"Answer:

Available options:
[i] The bathroom.
[ii]",Where is the apple? 
829,kitchen,"Answer:

<choices>
<!-- answers: --><br>",Where is the apple? 
830,hallway,"Answer:

<choices> <a href=""/questions/5"">Q1",Where is the football? 
831,garden,"Answer:

Explanation:",Where is the milk? 
832,bedroom,"Answer:

Explanation:",Where is the football? 
833,bedroom,"Answer:

<context>
<DW72>

<D",Where is the football? 
834,bedroom,"Answer:

In the kitchen.

In the balcony.

In the",Where is the football? 
835,garden,"Answer:

In the context, the answer is:

In the context,",Where is the milk? 
836,garden,"Answer:

OPTIONS:
[i] the kitchen
[ii] the",Where is the milk? 
837,garden,"Answer:

Available options:
[i] The palace.
[ii]",Where is the milk? 
838,kitchen,"Answer:

<choices>
<i>The hallway</i>",Where is the football? 
839,bathroom,"Answer:

In the context of the above paragraph, this is the correct answer:",Where is the football? 
840,bedroom,"Answer:
<choices>
<listing>
<item>
<description>",Where is the milk? 
841,bedroom,Answer:,Where is the football? 
842,bedroom,Answer:,Where is the football? 
843,office,"Answer:

<choices>
<i>A) The palace of Versailles</",Where is the apple? 
844,office,"OPTIONS:
[1]. The garden.
[2]. The hallway.",Where is the apple? 
845,office,"Answer:

OPTIONS:
- in the garden
- in the church",Where is the football? 
846,office,"Answer:

<choices> <!-- answer -->
 <item>Mixt",Where is the football? 
847,kitchen,"Answer:

Available options:
[i] The kitchen
[ii] The",Where is the apple? 
848,office,"Answer:

<choices>
<!-- answers: -->
<!--",Where is the football? 
849,bedroom,"Answer:

<choices>
[i] The kitchen.
[ii]",Where is the milk? 
850,kitchen,"Answer:

OPT:
[1]. The fort.
[2]. The",Where is the football? 
851,bathroom,"Answer:

Available options:
(A). in the hallway.
(",Where is the football? 
852,office,"Answer:

<choices>
[a]. in the kitchen.
[b",Where is the football? 
853,office,"Answer:

<choices> <!-- answer -->
 <!-- answer -->",Where is the football? 
854,bedroom,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the football? 
855,kitchen,"Answer:

<choices>
<!-- answer -->
<option>the",Where is the apple? 
856,office,"Answer:

OPTIONS:
[i] The shed.
[ii]",Where is the apple? 
857,hallway,"Answer:

Available options:
[i] The Ramierez rancho",Where is the apple? 
858,bedroom,"Answer:

Available options:
(1). in the yard.
(2",Where is the football? 
859,bedroom,Answer:,Where is the apple? 
860,bathroom,"Answer: The milk was in the house.

Based on the paragraph, what is",Where is the milk? 
861,hallway,Answer:,Where is the milk? 
862,hallway,Answer:,Where is the milk? 
863,hallway,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
864,hallway,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
865,hallway,Answer:,Where is the football? 
866,hallway,"Answer:

Available options:
(A). in the hallway.
(",Where is the football? 
867,hallway,"Answer:

Available options:
(A). in the hallway.
(",Where is the football? 
868,bathroom,Answer:,Where is the football? 
869,office,"Answer:

<choices>
<i>The apple is in the balcony.",Where is the apple? 
870,kitchen,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the milk? 
871,garden,"Answer:

Available options:
(i). in the hallway.
(",Where is the football? 
872,garden,"Answer:

<context>
The answer is: <br>
<br",Where is the football? 
873,garden,Answer:,Where is the football? 
874,garden,Answer:,Where is the football? 
875,garden,Answer:,Where is the football? 
876,bathroom,"Answer:

Available options:
[i] The football is in the kitchen.",Where is the football? 
877,office,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
878,bathroom,"Answer:
<a href=""/cgi-bin/question-and-answer.cgi",Where is the apple? 
879,bathroom,"Answer: The football is in the balcony.

OPTIONS:
[A].",Where is the football? 
880,office,Answer:,Where is the apple? 
881,office,"Answer:

<choices>
[1]. The orchard.
[2].",Where is the apple? 
882,kitchen,"Answer:

<choices>
<!-- answers: -->
<!--",Where is the football? 
883,bathroom,"Answer:

<choices>
<i>The baby</i>
<",Where is the milk? 
884,bathroom,Answer:,Where is the apple? 
885,bedroom,"Answer:

Available options:
(1). in the kitchen.
(2",Where is the milk? 
886,bedroom,"Answer:

Available options:
(1). in the kitchen.
(2",Where is the milk? 
887,bedroom,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
888,bedroom,"Answer: [A]. Kitchen
[B]. Bathroom
[C]. Garden
[",Where is the milk? 
889,bedroom,Answer:,Where is the apple? 
890,hallway,"Answer:

<context>
The answer is:
</context>",Where is the milk? 
891,hallway,"Answer:

<choices>
[1]. The orchard.
[2].",Where is the apple? 
892,hallway,"Answer:

Available options:
[i] the hallway
[ii]",Where is the milk? 
893,hallway,"Answer:

<choices>
<i>The kitchen</i>
<",Where is the milk? 
894,garden,"Answer:

Explanation:",Where is the apple? 
895,garden,"Answer: The milk was in the kitchen.

Question: Who moved to the garden",Where is the milk? 
896,garden,"Answer:

In the kitchen.

Question: What is the milk for?",Where is the milk? 
897,garden,"Answer:

Available options:
[i] The garden.
[ii]",Where is the milk? 
898,garden,"Answer:

<context>
""The major's MISFORTUNE",Where is the milk? 
899,garden,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
900,bedroom,"Answer:

<choices>
<!-- answers: --><br>",Where is the milk? 
901,bedroom,Answer:,Where is the milk? 
902,bedroom,"Answer:

OPTIONS:
[A]. in the bedroom.
[B",Where is the milk? 
903,bedroom,Answer:,Where is the milk? 
904,bedroom,"Answer:

<solution>

The answer is: The milk is in the",Where is the milk? 
905,hallway,"Answer:

In the orchard.

Question: What is the name of the",Where is the apple? 
906,hallway,"Answer:

<context>

Answer:

<context>",Where is the apple? 
907,kitchen,"Answer:

<choices>
<i>A) The hallway</i",Where is the football? 
908,hallway,"Answer:
<choices>
<!-- answers: -->
<item>",Where is the apple? 
909,garden,Answer: The football was picked up by the person who was going to the hallway.,Where is the football? 
910,office,"Answer:

<choices>
[1]. The kitchen.
[2].",Where is the milk? 
911,office,"Answer:

<context>
The milk is in the balcony.
</context",Where is the milk? 
912,bathroom,"Answer:

Available options:
(1). The football is in the church.",Where is the football? 
913,bathroom,Answer:,Where is the football? 
914,garden,"Answer:

<choices>
[i] Canandaigua
[ii",Where is the apple? 
915,hallway,Answer:,Where is the apple? 
916,hallway,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the milk? 
917,hallway,"Answer:

<context>

<example>

<example>",Where is the apple? 
918,hallway,"Answer:

<context>

<example>

<example>",Where is the football? 
919,hallway,"Answer: The garden

Question: Who is the speaker?

Answer: Daniel",Where is the milk? 
920,kitchen,"Answer: In the kitchen.

Question: Who is the one who travels to the",Where is the milk? 
921,kitchen,"Answer: The milk was in the kitchen.

Question: Who is the person who",Where is the milk? 
922,bathroom,"Answer:

<choices>
[i] The kitchen.
[ii]",Where is the milk? 
923,bathroom,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the milk? 
924,bathroom,Answer:,Where is the milk? 
925,bedroom,Answer:,Where is the football? 
926,bedroom,Answer:,Where is the football? 
927,garden,Answer:,Where is the apple? 
928,garden,"Answer:
<context>
Pickering and Madamoiselle, at seeing the",Where is the apple? 
929,garden,"Answer:

<context>

<manlius>

<lic",Where is the milk? 
930,hallway,"Answer:

Available options:
[A]. in the kitchen.
[B",Where is the milk? 
931,hallway,"Answer:

<choices>
<i>The kitchen</i>
<",Where is the milk? 
932,bedroom,"Answer:

Available options:
(A). in the bedroom.
(B",Where is the apple? 
933,bedroom,"OPTIONS:
[a]. in the kitchen.
[b]. in the balcony",Where is the apple? 
934,garden,"Answer:

<solution>

The answer is: The milk is in the",Where is the milk? 
935,garden,"Answer:

<choices> <i>A) in the garden.</i",Where is the apple? 
936,garden,"Answer:

<context>
In the garden.
</context>",Where is the apple? 
937,garden,"Answer:

<context>
<context>
<context>
<context",Where is the apple? 
938,bathroom,"Answer:

<context>

<example>
Charlie went to the",Where is the football? 
939,hallway,"Answer:

Choose your answer from:
(a). in the garden.",Where is the football? 
940,bedroom,"Answer:

<context>

<context>

<context>",Where is the apple? 
941,bedroom,"Answer:

<choices>
<i>The garden</i>
<",Where is the apple? 
942,office,"Answer:

<choices> <a href=""/q/1"">A</",Where is the football? 
943,office,Answer:,Where is the football? 
944,office,Answer:,Where is the apple? 
945,bedroom,Answer:,Where is the apple? 
946,bedroom,"Answer:
<context>

<context>

<context>",Where is the apple? 
947,kitchen,,Where is the milk? 
948,garden,"Answer: The football was in the balcony.

Question: What is the football called",Where is the football? 
949,bathroom,Answer:,Where is the football? 
950,hallway,"Answer:

<choices>
<i>The football is in the hallway",Where is the football? 
951,hallway,"Answer:

<context>

<example>

<example>",Where is the football? 
952,hallway,"Answer: _The kitchen._

Question: Who is the author of the story?",Where is the football? 
953,garden,"Answer: In the kitchen.

Question: What is the name of the person who",Where is the milk? 
954,garden,"Answer:

OPTIONS:
[i] The kitchen.
[ii]",Where is the milk? 
955,bedroom,"Answer:

Available options:
(A). the lake
(B). the",Where is the football? 
956,bedroom,"Answer:

<context>
""The football was in the tent.""
</",Where is the football? 
957,bedroom,"Answer: The football is in the balcony.

Question: Who is the football?",Where is the football? 
958,bedroom,"Answer: In the bedroom.

Question: What is the first thing the penit",Where is the football? 
959,bedroom,"Answer:

<choices>
<!-- answers: [<!-- answer",Where is the football? 
960,hallway,"Answer:

<choices>
<listing>
<item>
<",Where is the milk? 
961,hallway,"Answer:

<choices>
<i>The first one</i>",Where is the football? 
962,hallway,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the milk? 
963,hallway,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the apple? 
964,hallway,"Answer:

Available options:
(1). Thetford meeting-house.",Where is the milk? 
965,hallway,Answer:,Where is the football? 
966,kitchen,"Answer:

<context>

<example>
Charlie went to the",Where is the milk? 
967,kitchen,"Answer: In the kitchen.

Who is the spinster?

Answer:",Where is the milk? 
968,bedroom,"Answer:

Possible answers:
[i] The kitchen.
[ii]",Where is the football? 
969,bedroom,"Answer:

<choices>
<i>A) The hallway</i",Where is the football? 
970,office,"Answer:
<choices>
<!-- answer_list=""choice_list_1",Where is the apple? 
971,kitchen,"Answer:

<choices>
<!-- answers: -->
<option>",Where is the apple? 
972,kitchen,Answer:,Where is the apple? 
973,kitchen,"Answer:

<choices>
<i>The kitchen</i>,
<",Where is the apple? 
974,office,"Answer:

<context>

The answer is:

A) The",Where is the apple? 
975,garden,"Answer:

Available options:
(A). in the basement.
(B",Where is the football? 
976,garden,"Answer:

<choices>
<i>A) The football is in the",Where is the football? 
977,kitchen,"Answer:

OPT:
[i] The kitchen.
[ii] The",Where is the football? 
978,bathroom,"Answer:

<context>
The milk is in the bathroom.
</context",Where is the milk? 
979,bathroom,"Answer:

Available options:
(A). in the bathroom.
(B",Where is the milk? 
980,hallway,"Answer:

Available options:
[i] in the kitchen.
[ii",Where is the apple? 
981,office,"Answer:

<choices>
<!-- answer_list=""choice_list",Where is the football? 
982,hallway,"Answer:

Available options:
[i] The kitchen.
[ii]",Where is the apple? 
983,bedroom,"Answer:

<choices>
[1]. The bedroom.
[2].",Where is the apple? 
984,bedroom,Answer:,Where is the apple? 
985,kitchen,"Answer:

<context>
<example>
<context>
<example",Where is the football? 
986,kitchen,"OPTIONS:
- in the kitchen
- in the balcony
- in the garage",Where is the football? 
987,bathroom,"Answer:

In the back chamber

In the kitchen

In the bathroom",Where is the milk? 
988,bedroom,"Answer:

<choices>
<listing>
<item>
<",Where is the milk? 
989,garden,Answer:,Where is the milk? 
990,garden,"Answer:

Possible answers:
[i] The office.
[ii]",Where is the milk? 
991,garden,Answer:,Where is the milk? 
992,office,"Answer:

<choices>
<a id=""choice1""></a>",Where is the milk? 
993,office,"Answer:

Available options:
(1). The milk is in the kitchen.",Where is the milk? 
994,bedroom,"Answer:

Explanation:",Where is the milk? 
995,kitchen,"Answer:

Available options:
(A). in the bathroom.
(B",Where is the apple? 
996,kitchen,"Answer:

Available options:
(A). in the kitchen.
(B",Where is the apple? 
997,hallway,"Answer:

Available options:
[i] in the hallway.
[",Where is the apple? 
998,hallway,"Answer:

<choices>
<listing>
<item>
<",Where is the football? 
