,target,output,question
605,garden,"Answer: In the hallway.

Question: Where was the apple after the bathroom",Where was the apple before the bathroom? 
606,office,"<context>

<context>

<context>

<context>",Where was the apple before the hallway? 
607,hallway,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
608,bathroom,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
609,bathroom,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
610,bathroom,"Answer: The football was in the hallway.

Question: What was the football",Where was the football before the hallway? 
611,bathroom,"Answer: The football was in the hallway.

Question: What did the boys",Where was the football before the hallway? 
612,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
613,hallway,"Answer: The bedroom.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
614,hallway,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
615,kitchen,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
616,garden,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
617,office,"Answer: The garden.

Question: What was the milk doing in the garden?",Where was the milk before the garden? 
618,hallway,"Answer: The football was in the garden.

Question: What was the football doing",Where was the football before the garden? 
619,bedroom,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
620,bathroom,"Answer: In the bathroom.

Question: What was the milk in the bathroom?",Where was the milk before the kitchen? 
621,bathroom,"Answer: In the bathroom.

Question: Where was the milk after the bathroom?",Where was the milk before the kitchen? 
622,bathroom,"Answer: In the hallway.

Question: What Part of a Reflex is",Where was the football before the garden? 
623,bathroom,"Answer: The football was in the garden.

Question: What did John do with",Where was the football before the garden? 
624,bathroom,"Answer: It was in the garden.

Question: What did John do with the",Where was the apple before the garden? 
625,garden,"<context>

Answer: The football was in the kitchen.

<context",Where was the football before the kitchen? 
626,garden,"Answer: In the hallway.

Question: Where was the milk before the kitchen",Where was the football before the kitchen? 
627,office,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
628,office,"Answer: The milk was in the bathroom.

Question: What was the milk doing",Where was the milk before the bathroom? 
629,garden,"Answer: In the garden.

Question: Where was the milk before the garden?",Where was the milk before the kitchen? 
630,bathroom,"Answer: In the bedroom.

Question: What was the milk doing in the bedroom",Where was the milk before the kitchen? 
631,bathroom,"Answer: The football was in the kitchen.

Question: Where was the football before",Where was the football before the bedroom? 
632,bathroom,"Answer: In the bathroom.

Question: Where was the football before the bathroom?",Where was the milk before the kitchen? 
633,bathroom,"Answer: In the bathroom.

Question: Where was the milk before the bathroom?",Where was the milk before the kitchen? 
634,bathroom,"Answer: The apple was in the house.

Question: Where was the apple after",Where was the apple before the garden? 
635,bedroom,"Answer: The milk was in the kitchen.

Question: What was the milk for",Where was the milk before the office? 
636,bedroom,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
637,bedroom,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
638,bedroom,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
639,kitchen,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the bedroom? 
640,kitchen,"<context>

Answer: The apple was in the kitchen.

<context",Where was the apple before the office? 
641,kitchen,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
642,kitchen,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
643,bathroom,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
644,office,"Answer: In the garden.

Question: Where was the football after the garden?",Where was the football before the garden? 
645,kitchen,"<context>

<context>

<context>

<context>",Where was the football before the hallway? 
646,kitchen,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
647,office,"Answer: The kitchen.

Question: Where was the football before the kitchen?",Where was the milk before the kitchen? 
648,kitchen,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
649,office,"Answer: In the garden.

Question: Where was the milk before the garden?",Where was the milk before the kitchen? 
650,hallway,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the bedroom? 
651,hallway,"Answer: The bedroom.

Question: What did the little girl do when she saw",Where was the milk before the bedroom? 
652,office,"Answer: The milk was in the garden.

Question: What did the monkey do",Where was the milk before the garden? 
653,office,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
654,office,"Answer: It was in the kitchen.

Question: Where was the apple before the",Where was the milk before the garden? 
655,bedroom,"Answer: In the bathroom.

Question: Where was the apple before the office?",Where was the milk before the office? 
656,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the office? 
657,kitchen,"Answer: The milk was in the hallway.

Question: What did the milk",Where was the milk before the hallway? 
658,kitchen,"Answer: The hallway.

Question: What did the bass voice say?",Where was the milk before the hallway? 
659,kitchen,"Answer: The apple was in the hallway.

Question: What was the apple",Where was the apple before the hallway? 
660,office,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
661,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
662,hallway,"Answer: In the hallway.

Question: Where was the milk before the bedroom",Where was the milk before the bedroom? 
663,bathroom,"Answer: In the hallway.

Question: Where was the football after the hall",Where was the football before the hallway? 
664,bathroom,"Answer: In the hallway.

Question: Where was the football after the hall",Where was the football before the hallway? 
665,hallway,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bedroom? 
666,bedroom,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
667,hallway,"Answer: In the kitchen.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
668,hallway,"<context>

Answer: In the garden.

<context>",Where was the apple before the bedroom? 
669,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
670,garden,"Answer: In the garden.

Question: What was the football?

Answer",Where was the football before the hallway? 
671,garden,"Answer: The football was in the hallway.

Question: What was the football",Where was the football before the hallway? 
672,kitchen,"Answer: It was in the milk-house.

Question: Where was the milk",Where was the milk before the office? 
673,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
674,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the bathroom? 
675,office,"Answer: In the garden.

Question: Where was the apple before the bedroom?",Where was the milk before the kitchen? 
676,garden,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
677,garden,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
678,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the football before the office? 
679,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
680,kitchen,"Answer: In the kitchen.

Question: What did John pick up?",Where was the milk before the garden? 
681,kitchen,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
682,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
683,office,"Answer: The football was in the hallway.

Question: What was the captain",Where was the football before the hallway? 
684,office,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
685,office,"Answer: The football was in the kitchen.

Question: What did the bishop say",Where was the football before the bedroom? 
686,office,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the bedroom? 
687,office,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
688,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the office? 
689,office,"Answer: The football was in the hallway.

Question: Where was the apple",Where was the football before the hallway? 
690,bathroom,"Answer: The milk was in the bathroom.

Question: Where was the bedroom before",Where was the milk before the bedroom? 
691,bedroom,"Answer: In the garden.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
692,garden,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
693,garden,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
694,garden,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
695,bedroom,"Answer: In the kitchen.

Question: What was the apple?

Answer",Where was the apple before the kitchen? 
696,bedroom,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
697,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the office? 
698,bedroom,"Answer: In the bedroom.

Question: Where was the apple before the office?",Where was the milk before the office? 
699,bedroom,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bathroom? 
700,hallway,"Answer: In the kitchen.

Question: What did the apple do in the kitchen",Where was the apple before the office? 
701,hallway,"Answer: In the office.

Question: Where was the apple before the hallway",Where was the apple before the office? 
702,hallway,"Answer: In the office.

Question: Where was the apple before the bathroom?",Where was the apple before the office? 
703,hallway,"Answer: The football was in the garden.

Question: What was the football made",Where was the football before the garden? 
704,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the kitchen? 
705,bedroom,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the garden? 
706,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the garden?",Where was the milk before the garden? 
707,bedroom,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
708,bedroom,"Answer: The garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
709,garden,"Answer: In the bedroom.

Question: Where was the apple before the bedroom?",Where was the football before the office? 
710,hallway,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bathroom? 
711,hallway,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
712,hallway,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
713,garden,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the football before the bathroom? 
714,hallway,"Answer: The football was in the garden.

Question: What was the football in",Where was the football before the office? 
715,garden,"Answer: In the garden.

Question: Where was the milk before the bathroom?",Where was the football before the bathroom? 
716,garden,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
717,bathroom,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
718,garden,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the bathroom? 
719,bathroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the office? 
720,kitchen,"Answer: In the garden.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
721,kitchen,"Answer: In the stove.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
722,office,"Answer: In the garden.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
723,office,"Answer: The milk was in the bedroom.

Question: Where was the milk after",Where was the milk before the bedroom? 
724,bedroom,"Answer: The apple was in the bedroom.

Question: Where was the milk before",Where was the apple before the bathroom? 
725,hallway,"Answer: The apple was in the bathroom.

Question: What was the apple?",Where was the apple before the bathroom? 
726,bathroom,"Answer: In the _tezcucan_ house.

Question: What",Where was the apple before the hallway? 
727,office,"Answer: In the hallway.

Question: Where was the apple before the bathroom",Where was the milk before the bathroom? 
728,bathroom,"Answer: In the bathroom.

Question: Where was the apple before the bathroom?",Where was the milk before the office? 
729,kitchen,"Answer: In the hallway.

Question: Where was the football after the garden",Where was the football before the garden? 
730,kitchen,"Answer: In the kitchen.

Question: What was the first thing John did?",Where was the milk before the hallway? 
731,kitchen,"Answer: In the kitchen.

Question: What was the first thing that Daniel did",Where was the milk before the hallway? 
732,office,"Answer: The bathroom.

Question: What did the milk do?

Answer",Where was the milk before the bathroom? 
733,office,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
734,office,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the bathroom? 
735,bathroom,"Answer: In the hallway.

Question: Where was the apple after the kitchen",Where was the apple before the kitchen? 
736,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
737,bathroom,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
738,bedroom,"Answer: The Queen's bedchamber.

Question: Where was the milk before",Where was the milk before the garden? 
739,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the bedroom? 
740,office,"Answer: The milk was in the bathroom.

Question: Where was the milk before",Where was the milk before the bathroom? 
741,office,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
742,office,"Answer: The milk was in the kitchen.

Question: What did Jimmie",Where was the milk before the bathroom? 
743,office,"<context>

Sandra went to the garden.

<context>",Where was the apple before the kitchen? 
744,office,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
745,garden,"Answer: In the kitchen.

Question: What was the milk?

Answer",Where was the milk before the office? 
746,garden,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
747,garden,"Answer: In the stable.

Question: What did the overseer say to Harry",Where was the milk before the office? 
748,hallway,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
749,bedroom,"Answer: In the garden.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
750,office,"Answer: In the garden.

Question: What did Ruby do when dad was hurt",Where was the football before the hallway? 
751,office,"Answer: The hallway.

Question: What is the hallway?",Where was the football before the hallway? 
752,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
753,hallway,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
754,hallway,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the garden? 
755,kitchen,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
756,kitchen,"Answer: In the kitchen.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
757,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the bathroom?",Where was the milk before the bathroom? 
758,bathroom,"Answer: In the garden.

Question: Where was the apple before the kitchen?",Where was the milk before the kitchen? 
759,bathroom,"Answer: It was in the garden.

Question: What was the football made of",Where was the football before the office? 
760,kitchen,"Answer: The football was in the hallway.

Question: What was the football",Where was the football before the hallway? 
761,garden,"Answer: In the garden.

Question: Where was the football after the office?",Where was the football before the office? 
762,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the garden?",Where was the apple before the garden? 
763,garden,"Answer: In the garden.

Question: Where was the apple after the office?",Where was the apple before the office? 
764,bathroom,"Answer: The apple was in the garden.

Question: What did Sandra do with",Where was the apple before the garden? 
765,hallway,"Answer: The apple was in the kitchen.

Question: Where was the apple before",Where was the apple before the bathroom? 
766,hallway,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
767,bedroom,"Answer: In the hallway.

Question: Where was the football before the bathroom",Where was the football before the bathroom? 
768,bedroom,"Answer: In the bedroom.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
769,bedroom,"Answer: It was in the bathroom.

Question: Where was the apple after the",Where was the apple before the hallway? 
770,garden,"Answer: The football was in the garden.

Question: What did Arne do",Where was the football before the office? 
771,garden,"Answer: In the garden.

Question: What did Arne say to the mother",Where was the football before the office? 
772,garden,"Answer: The football was in the garden.

Question: What did Jimmy think of",Where was the football before the office? 
773,garden,"Answer: In the garden.

Question: What did Zoie say to Jimmy?",Where was the football before the office? 
774,bedroom,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the bathroom? 
775,kitchen,"Answer: In the kitchen.

Question: Why did John move to the bathroom?",Where was the milk before the garden? 
776,kitchen,"Answer: In the tent.

Question: What was the first thing Kees did",Where was the milk before the garden? 
777,bedroom,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
778,hallway,"Answer: In the kitchen.

Question: Where was the milk before the bathroom?",Where was the milk before the bathroom? 
779,kitchen,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the milk before the office? 
780,bedroom,"Answer: The kitchen was the football.

Question: What was the football doing before",Where was the football before the kitchen? 
781,bedroom,"Answer: The garden.

Question: What is the difference between a man and his",Where was the football before the kitchen? 
782,hallway,"Answer: In the hallway.

Question: What is the difference between a calf",Where was the football before the bedroom? 
783,hallway,"Answer: In the hallway.

Question: Where was the football after the bedroom",Where was the football before the bedroom? 
784,office,"Answer: In the hallway.

Question: Where was the football before the hall",Where was the milk before the bathroom? 
785,garden,"Answer: In the garden.

Question: Where was the apple before the office?",Where was the milk before the office? 
786,garden,"Answer: In the kitchen.

Question: Where was the apple before the office?",Where was the milk before the office? 
787,garden,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the kitchen? 
788,bedroom,"Answer: The apple was in the bathroom.

Question: Where was the apple after",Where was the apple before the bathroom? 
789,bathroom,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
790,kitchen,"Answer: In the hallway.

Question: Where was the apple after the garden",Where was the apple before the garden? 
791,kitchen,"Answer: It was in the kitchen.

Question: Where was the apple after the",Where was the apple before the garden? 
792,kitchen,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the garden? 
793,bathroom,"Answer: The hallway.

Question: Where was the apple before the hallway",Where was the football before the hallway? 
794,garden,"<context>

<context>

<context>

<context>",Where was the milk before the bathroom? 
795,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
796,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
797,kitchen,"Answer: The apple was in the bathroom.

Question: Where was the apple after",Where was the apple before the bathroom? 
798,garden,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
799,garden,"Answer: The apple was in the kitchen.

Question: Where was the apple after",Where was the apple before the kitchen? 
800,bathroom,"Answer: The hallway.

Question: Where was the hallway before the milk",Where was the milk before the hallway? 
801,bathroom,"Answer: The hallway.

Question: What was the name of the building?",Where was the milk before the hallway? 
802,bathroom,"Answer: The hallway.

Question: What was the comet doing in the court",Where was the milk before the hallway? 
803,bedroom,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
804,bathroom,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
805,garden,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
806,garden,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
807,bedroom,"Answer: The apple was in the garden.

Question: What did Tom do when",Where was the apple before the garden? 
808,bedroom,"<context>

Sandra went to the bedroom. John travelled to the garden.",Where was the apple before the garden? 
809,bedroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
810,garden,"Answer: In the garden.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
811,office,"Answer: It was in the kitchen.

Question: What did the landlady's",Where was the apple before the garden? 
812,bathroom,"Answer: In the garden.

Question: Where was the apple before the office?",Where was the football before the office? 
813,kitchen,"Answer: In the garden.

Question: Where was the football before the garden?",Where was the apple before the garden? 
814,garden,"Answer: In the garden.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
815,hallway,"Answer: In the hallway.

Question: Where was the football after the kitchen",Where was the football before the kitchen? 
816,hallway,"Answer: In the room where it was dropped.

Question: What did Sandra do",Where was the football before the kitchen? 
817,hallway,"Answer: The football was in the kitchen.

Question: What did Sandra do when",Where was the football before the kitchen? 
818,bathroom,"""I--I--I--"" stammered Benny. ""I--I--",Where was the milk before the hallway? 
819,bathroom,"Answer: The hallway.

Question: What was the milk doing in the hall",Where was the milk before the hallway? 
820,bedroom,"Answer: The football was in the garden.

Question: Where was the football after",Where was the football before the kitchen? 
821,hallway,"Answer: In the garden.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
822,hallway,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
823,hallway,"Answer: In the garden.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
824,hallway,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the milk before the office? 
825,hallway,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bedroom? 
826,hallway,"<context>

Answer: It was in the room.

<context>",Where was the apple before the bedroom? 
827,bedroom,"Answer: In the bedroom.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
828,office,"Answer: In the kitchen.

Question: Where was the apple before the bedroom?",Where was the milk before the bedroom? 
829,bathroom,"Answer: In the bedroom.

Question: Where was the apple before the bedroom?",Where was the milk before the office? 
830,hallway,"Answer: It was in the kitchen.

Question: Where was the milk after the",Where was the milk before the garden? 
831,hallway,"Answer: In the kitchen.

Question: Where was the milk after the garden?",Where was the milk before the garden? 
832,hallway,"Answer: It was in the kitchen.

Question: Where was the milk before the",Where was the milk before the garden? 
833,hallway,"Answer: It was in the garden.

Question: Where was the milk before the",Where was the football before the bedroom? 
834,bedroom,"Answer: The apple was in the bedroom.

Question: Where was the apple after",Where was the apple before the bathroom? 
835,kitchen,"Answer: In the bedroom.

Question: What did the landlady's 'us",Where was the football before the bedroom? 
836,kitchen,"<context>

He had been agreeably surprised at the development of the
sit",Where was the football before the bedroom? 
837,kitchen,"Answer: The football was in the hallway.

Question: What is the poem",Where was the football before the bedroom? 
838,hallway,"Answer: In the garden.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
839,bathroom,"Answer: In the garden.

Question: Where was the football after the hallway",Where was the football before the hallway? 
840,garden,"Answer: In the hallway.

Question: Where was the apple before the hall",Where was the milk before the hallway? 
841,garden,"Answer: In the kitchen.

Question: What did he do with the milk?",Where was the milk before the hallway? 
842,garden,"Answer: The hallway.

<context>

PART I",Where was the milk before the hallway? 
843,bedroom,"Answer: The hallway.

Question: Where was the football after the hallway",Where was the football before the hallway? 
844,bedroom,"Answer: The hallway.

Question: Where was the apple before the kitchen?",Where was the football before the hallway? 
845,bedroom,"Answer: The hallway.

Question: Where was the football before the hallway",Where was the milk before the hallway? 
846,bedroom,"Answer: The hallway.

Question: What did the milk do?",Where was the milk before the hallway? 
847,kitchen,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
848,kitchen,"Answer: The apple was in the garden.

Question: What did Mary do when",Where was the apple before the garden? 
849,hallway,"Answer: In the garden.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
850,bedroom,"Answer: In the kitchen.

Question: Where was the apple before the kitchen?",Where was the milk before the hallway? 
851,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the hallway? 
852,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the hallway? 
853,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the bedroom? 
854,kitchen,"Answer: The milk was in the kitchen.

Question: Where was the apple before",Where was the milk before the bedroom? 
855,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the office? 
856,garden,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
857,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the hallway",Where was the milk before the hallway? 
858,bedroom,"Answer: The hallway.

Question: What did the boys do when they came",Where was the milk before the hallway? 
859,office,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the kitchen? 
860,bathroom,"Answer: In the cage.

Question: What was the cage?

Answer",Where was the football before the garden? 
861,hallway,"Answer: The bathroom.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
862,kitchen,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
863,kitchen,"Answer: It was in the kitchen.

Question: Where was the football before the",Where was the football before the bathroom? 
864,kitchen,"Answer: The football was in the garden.

Question: Where was the football after",Where was the football before the bathroom? 
865,bedroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
866,garden,"Answer: The apple was in the hallway.

Question: Where was the apple",Where was the apple before the hallway? 
867,bedroom,"Answer: In the hallway.

Question: Where was the apple after the garden",Where was the apple before the garden? 
868,bedroom,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
869,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the office? 
870,hallway,"Answer: The garden was the kitchen.

Question: What was the garden?",Where was the milk before the garden? 
871,hallway,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the milk before the garden? 
872,kitchen,"Answer: In the bathroom.

Question: Where was the apple before the office?",Where was the football before the office? 
873,bathroom,"Answer: In the garden.

Question: Where was the apple before the bathroom?",Where was the football before the hallway? 
874,bathroom,"Answer: In the garden.

Question: Where was the apple before the hallway",Where was the football before the hallway? 
875,hallway,"Answer: In the kitchen.

Question: Where was the milk before the office?",Where was the milk before the office? 
876,office,"Answer: The milk was in the kitchen.

Question: What was the milk doing",Where was the milk before the bathroom? 
877,bedroom,"<context>

<context>

<context>

<context>",Where was the apple before the garden? 
878,kitchen,"Answer: The apple was in the hallway.

Question: What did Norcross",Where was the apple before the bedroom? 
879,garden,"Answer: The apple was in the kitchen.

Question: What did Sandra do with",Where was the apple before the kitchen? 
880,bathroom,"Answer: The hallway.

Question: Where was the football after the hallway",Where was the football before the hallway? 
881,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the football before the garden? 
882,garden,"Answer: The football was in the bedroom.

Question: Where was the football after",Where was the football before the bedroom? 
883,bathroom,"Answer: The football was in the kitchen.

Question: Where was the apple before",Where was the football before the garden? 
884,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the kitchen? 
885,office,"Answer: The football was in the kitchen.

Question: Where was the football after",Where was the football before the hallway? 
886,office,"Answer: In the hallway.

Question: Where was the football after the hall",Where was the football before the hallway? 
887,garden,"Answer: The milk was in the kitchen.

Question: Where was the milk before",Where was the milk before the office? 
888,garden,"Answer: In the garden.

Question: Where was the milk after the office?",Where was the milk before the office? 
889,garden,"Answer: In the garden.

Question: Where was the milk before the office?",Where was the milk before the office? 
890,garden,"Answer: In the kitchen.

Question: Where was the apple after the hallway",Where was the apple before the hallway? 
891,bathroom,"Answer: The hallway.

Question: What did the Superior say to the sick",Where was the milk before the hallway? 
892,bathroom,"Answer: The hallway.

Question: Where was the apple before the hallway",Where was the milk before the hallway? 
893,garden,"Answer: The kitchen.

Question: What did John say to Sandra?",Where was the milk before the kitchen? 
894,bedroom,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
895,garden,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the hallway? 
896,garden,"Answer: In the kitchen.

Question: What was the milk doing in the kitchen",Where was the milk before the hallway? 
897,garden,"Answer: The milk was in the kitchen.

Question: What did John do with",Where was the milk before the hallway? 
898,garden,"Answer: The milk was in the hallway.

Question: What did John do",Where was the milk before the hallway? 
899,bedroom,"<context>

<context>

<context>

<context>",Where was the milk before the garden? 
900,office,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
901,office,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
902,hallway,"Answer: The football was in the bedroom.

Question: Where was the milk before",Where was the football before the bathroom? 
903,hallway,"Answer: The bathroom.

Question: Where was the football after the bathroom?",Where was the football before the bathroom? 
904,garden,"Answer: The football was in the hallway.

Question: Where was the football",Where was the football before the hallway? 
905,bedroom,"""The captain, who was a very good man, and who had been
a good",Where was the apple before the office? 
906,bedroom,"Mary went to the garden. Flint was now in the hands of the Indians, and",Where was the apple before the office? 
907,office,"Answer: The apple was in the garden.

Question: Where was the apple after",Where was the apple before the garden? 
